"ID tanggapan","Tanggal pengiriman","Halaman terakhir","Bahasa utama","Biji","Tanggal mulai","Tanggal tindakan terakhir","Jenis Kelamin ","Usia","Asal Institusi","Status","Jabatan Akademik","Masa Kerja","Strata","Menurut Anda, hal apa yang pertama kali terlintas di pikiran Anda tatkala mendengar istilah Artificial Intelligent (AI)? ","Sejauh mana Anda memahami kondisi yang menuntut Anda menggunakan AI? ","Sejauh mana Anda memahami penggunaan AI secara bijak dan bertanggung jawab? ","Apakah Anda mengetahui bahwa Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024 telah menerbitkan dokumen Panduan Penggunaan Generative AI (GenAI) pada Pembelajaran di Perguruan Tinggi? ","Seberapa sering Anda menggunakan aplikasi AI untuk pekerjaan terkait dengan status Anda sebagai Dosen/Tenaga Kependidikan/Mahasiswa? ","Menurut Anda, seberapa besar ketergantungan Anda pada penggunaan AI untuk pekerjaan terkait status Anda? ","Penggunaan AI membantu Anda meningkatkan pemahaman tentang suatu materi/pekerjaan ","Apakah perguruan tinggi Anda memiliki dokumen panduan resmi mengenai penggunaan AI? ","Apakah dokumen panduan AI tersebut secara resmi diterbitkan oleh perguruan tinggi? ","Apakah dokumen panduan penggunaan AI di perguruan tinggi Anda diterbitkan berdasarkan surat keputusan atau surat edaran dari pimpinan (Rektor/Ketua)? ","Kapan dokumen tersebut diterbitkan? ","Apakah dokumen panduan penggunaan AI mencakup aspek etika, seperti anti-plagiarisme, bias algoritmik, atau penyalahgunaan data? ","Apakah ada aturan spesifik mengenai penggunaan AI untuk tugas mata kuliah, skripsi, tesis, disertasi, atau publikasi ilmiah? ","Apakah dokumen panduan penggunaan AI mencantumkan sanksi atau konsekuensi bagi pelanggaran yang dilakukan oleh mahasiswa atau dosen? ","Apakah di perguruan tinggi Anda ada panduan untuk pemanfaatan AI dalam proses administratif dan operasional universitas? ","Apakah panduan tersebut telah disosialisasikan kepada seluruh sivitas akademika (dosen, mahasiswa, staf)? ","Seberapa mudah dokumen tersebut diakses? (Misalnya, tersedia di situs web resmi, hanya di intranet, atau hanya tersedia secara secara printed) ","Apakah perguruan tinggi Anda menyelenggarakan pelatihan atau lokakarya bagi dosen dan mahasiswa tentang penggunaan AI secara bijak dan bertanggung jawab? ","Saya memahami isi dokumen panduan (penggunaan AI yang diterbitkan oleh kampus Saya, atau Panduan Penggunaan AI pada Pembelajaran di Perguruan Tinggi yang diterbitkan oleh Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi Tahun 2024.) ","Menurut Anda, apakah panduan penggunaan AI akan bermanfaat dalam memandu Anda menggunakan AI secara etis dan produktif? ","Panduan tersebut justru terlalu membatasi kreativitas dan inovasi dalam pekerjaan administratif/pembelajaran/penelitian)? ","Menurut Anda, apakah penggunaan AI di lingkungan PTKIN dalam konteks akademik dan administrasi perlu diatur secara formal?","Tuliskan saran/harapan Anda terhadap regulasi penggunaan AI di PTKIN?"
"289","2025-09-17 22:33:52","7","id","872763612","2025-09-17 22:30:35","2025-09-17 22:33:52","Laki-laki","> 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor Kepala (LK)","> 10 tahun",,"Sedikit Mengkhawatirkan","Sangat Tidak Paham","Sangat Paham","Ya","Sangat Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak","Sangat Setuju","Setuju","Setuju","Perlu","Saya tim penulis naskah akademik koding dan ai , alangkah lebih bijaknya jika ai dimanfaatkan untuk masalah urgen"
"292","2025-09-17 22:39:29","7","id","1720756526","2025-09-17 22:35:16","2025-09-17 22:39:29","Laki-laki","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor Kepala (LK)","> 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Targetnya untuk kebaikan generasi masa depan "
"296","2025-09-17 23:05:31","7","id","1891792080","2025-09-17 22:59:30","2025-09-17 23:05:31","Laki-laki","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","> 10 tahun",,"Sedikit Mengkhawatirkan","Sangat Tidak Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Ya","Ya","Setuju","Sulit","Tidak",,,,"Perlu","Spy sering disosialisasikan kepada dosen dan mahasiswa beserta sanksinya"
"297","2025-09-17 23:13:38","7","id","327021747","2025-09-17 23:11:18","2025-09-17 23:13:38","Laki-laki","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen dengan Tugas Tambahan (DT)","Lektor (L)","2 – 5 tahun",,"Sangat Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya","Tidak Setuju","Sangat Setuju","Tidak Setuju","Perlu","Dibuat aturannya secara jelas dan spesifik"
"298","2025-09-17 23:17:34","7","id","1095558610","2025-09-17 23:11:40","2025-09-17 23:17:34","Laki-laki","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen dengan Tugas Tambahan (DT)","Lektor (L)","> 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Ya","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak","Setuju","Setuju","Tidak Setuju","Perlu","Semoga AI dapat membantu dalam meningkatkan kinerja PT"
"299","2025-09-17 23:24:37","7","id","1882910683","2025-09-17 23:17:27","2025-09-17 23:24:37","Laki-laki","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Tenaga Kependidikan (Tendik/Staf)",,"5 – 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Ya","Tidak","Tidak",,,,,"Ya",,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","Batasan jelas, normative, tidak mengurangi ruang berkembang dan fokus pada aturan sesuai peraturan yang telah ada."
"300","2025-09-17 23:23:19","7","id","921383452","2025-09-17 23:19:03","2025-09-17 23:23:19","Laki-laki","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor Kepala (LK)","> 10 tahun",,"Sangat Menjanjikan","Paham","Paham","Ya","Sangat Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak","Setuju","Sangat Setuju","Tidak Setuju","Sangat Perlu","PTKIN seharusnya mengantisipasi kondisii di masyarakat bahwa AI  sudah menjadi kebutuhan dalam kehidupan sehari-hari, sehingga regulasi yang jelas harus segera dibuat"
"302","2025-09-17 23:25:19","7","id","698961590","2025-09-17 23:21:14","2025-09-17 23:25:19","Perempuan","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor Kepala (LK)","> 10 tahun",,"Sangat Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya",,,,"Perlu","Buat langkah-langkah penggunaan AI di PT"
"303","2025-09-17 23:27:04","7","id","280504094","2025-09-17 23:23:51","2025-09-17 23:27:04","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Dalam Proses Pengajuan Awal","< 2 tahun",,"Cukup Menjanjikan","Paham","Paham","Ya","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya","Setuju","Sangat Setuju","Tidak Setuju","Perlu","Regulasi yang tidak membatasi kreatifitas"
"305","2025-09-17 23:36:24","7","id","1677476682","2025-09-17 23:32:44","2025-09-17 23:36:24","Laki-laki","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","5 – 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Ada peraturan tertulis dan batasan penggunaan AI untuk publikasi ilmiah dan teknis pemanfaatan AI bagi para akademisi"
"306","2025-09-17 23:47:39","7","id","1759320434","2025-09-17 23:37:38","2025-09-17 23:47:39","Perempuan","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Tenaga Kependidikan (Tendik/Staf)",,"> 10 tahun",,"Sedikit Mengkhawatirkan","Tidak Paham","Tidak Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,,,"Tidak",,,"Tidak",,,,"Perlu","Semoga di PTKIN terdapat regulasi, SOP yang berkaitan dengan penggunaan AI agar tidak terjadi penyalahgunaan"
"307","2025-09-18 00:04:07","7","id","2034018965","2025-09-17 23:56:27","2025-09-18 00:04:07","Laki-laki","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen dengan Tugas Tambahan (DT)","Lektor Kepala (LK)","> 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak","Tidak Setuju","Setuju","Tidak Setuju","Perlu","Diposisikan AI sebagai media meningkatlkan kinerja ASN"
"308","2025-09-18 00:00:34","7","id","291265077","2025-09-17 23:57:39","2025-09-18 00:00:34","Laki-laki","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen dengan Tugas Tambahan (DT)","Lektor Kepala (LK)","> 10 tahun",,"Sangat Menjanjikan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Segera dibuat panduan secara lengkap dan implementasi secara tepat sehingga AI menjadi sebenar-benarnya alat bantu dalam pekerjaan"
"309","2025-09-18 00:03:59","7","id","456088670","2025-09-17 23:58:32","2025-09-18 00:03:59","Laki-laki","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen dengan Tugas Tambahan (DT)","Lektor (L)","5 – 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak","Tidak",,,"Tidak",,,,"Perlu","-"
"310","2025-09-18 00:05:54","7","id","598212187","2025-09-17 23:58:56","2025-09-18 00:05:54","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Setuju","Perlu","Semoga dengan adanya AI kita bisa semakin bijak menggunakan nya dan selalu bisa berpikir dengan adanya AI kita semakin maju bukanya dikuasai sama AI "
"311","2025-09-18 00:04:45","7","id","1512244615","2025-09-18 00:00:53","2025-09-18 00:04:45","Laki-laki","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Dalam Proses Pengajuan Awal","< 2 tahun",,"Cukup Menjanjikan","Paham","Sangat Paham","Ya","Sering","Tidak Bergantung","Setuju","Ya","Ya","Ya","2024","Ya","Ya","Ya","Ya","Setuju","Mudah","Ya","Setuju","Sangat Setuju","Tidak Setuju","Perlu","Kembangkan terus, adaptif"
"312","2025-09-18 00:10:07","7","id","2078213711","2025-09-18 00:02:26","2025-09-18 00:10:07","Perempuan","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Guru Besar (GB)","> 10 tahun",,"Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak","Setuju","Setuju","Tidak Setuju","Perlu","Sebaiknya ada aturan yg jelas utk penggunaan AI sebagai panduan agar dosen atau mahasiswa tetap berada di jalur yg tepat dan tidak melanggar etika akademik "
"313","2025-09-18 00:10:51","7","id","1588167913","2025-09-18 00:07:40","2025-09-18 00:10:51","Laki-laki","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen dengan Tugas Tambahan (DT)","Lektor Kepala (LK)","> 10 tahun",,"Cukup Menjanjikan","Paham","Sangat Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Perlu","Pemanfaatan dan penggunaan AI di Perguruan Tinggi khususnya perkuliahan perlu diatur oleh regulasi"
"314","2025-09-18 00:17:27","7","id","1199285384","2025-09-18 00:08:11","2025-09-18 00:17:27","Laki-laki","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Asisten Ahli (AA)","< 2 tahun",,"Cukup Menjanjikan","Paham","Sangat Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Semoga ada regulasi resmi terkait penggunaan AI"
"315","2025-09-18 00:18:42","7","id","1435478433","2025-09-18 00:14:02","2025-09-18 00:18:42","Laki-laki","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Asisten Ahli (AA)","> 10 tahun",,"Sangat Menjanjikan","Paham","Sangat Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya","Setuju","Sangat Setuju","Tidak Setuju","Sangat Perlu","Aturan jelas dan dilengkapi softwate yang mampu menfeteksi AI  untuk karya ilmiah"
"316","2025-09-18 00:20:03","7","id","1117371339","2025-09-18 00:16:01","2025-09-18 00:20:03","Perempuan","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor (L)","5 – 10 tahun",,"Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Ditetapkan do's and don'ts"
"317","2025-09-18 00:26:50","7","id","764162932","2025-09-18 00:22:35","2025-09-18 00:26:50","Laki-laki","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen dengan Tugas Tambahan (DT)","Lektor (L)","> 10 tahun",,"Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Ya",,,,"Sangat Perlu","Sy berharap ada regulasi yg jelas ttg penggunaan AI d PTKIN"
"318","2025-09-18 00:38:05","7","id","101563088","2025-09-18 00:34:40","2025-09-18 00:38:05","Perempuan","30 - 45","Universitas Islam Negeri Sunan Gunung Djati","Dosen dengan Tugas Tambahan (DT)","Lektor (L)","5 – 10 tahun",,"Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak",,,,"Sangat Perlu","Buat aturan yang jelas, adakan sosialisasi, rekomendasikan AI yang bisa dimanfaatkan untuk Tridharma."
"319","2025-09-18 00:46:03","7","id","1004993408","2025-09-18 00:41:40","2025-09-18 00:46:03","Perempuan","46 - 60","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Lektor Kepala (LK)","> 10 tahun",,"Sedikit Mengkhawatirkan","Paham","Paham","Ya","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Tidak",,"Tidak",,,"Tidak","Tidak Setuju","Setuju","Tidak Setuju","Sangat Perlu","Perlu diadakan workshop dan sosialisasi tentang penggunaan AI di PTKIN bagi dosen, tendik dan mahasiswa"
"320","2025-09-18 00:52:48","7","id","1375552767","2025-09-18 00:45:20","2025-09-18 00:52:48","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Semoga AI semakin membantu meringankan tugas-tugas mahasiswa di UIN SSC"
"321","2025-09-18 00:57:06","7","id","1841842038","2025-09-18 00:45:20","2025-09-18 00:57:06","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Sangat Setuju","Ya","Ya","Tidak",,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Tidak Setuju","Tidak Perlu","saran saya, gunakan AI dengan baik dan jangan jadikan AI sebagai alat ketergantungan, harapan saya kedepannya AI tidak berlebihan dalam membuat sesuatu"
"322","2025-09-18 00:53:47","7","id","115015992","2025-09-18 00:45:22","2025-09-18 00:53:47","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Pernah","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Perlu","saya berharap AI dapat digunakan dengan bijak dan tidak ketergantungan"
"323","2025-09-18 00:51:09","7","id","1534463078","2025-09-18 00:45:25","2025-09-18 00:51:09","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Ya",,,,"Perlu","Saya harap AI bisa dipergunakan dengan baik dan bijak dalam membantu mempermudah proses pembelajaran "
"324","2025-09-18 00:56:57","7","id","1756278670","2025-09-18 00:45:46","2025-09-18 00:56:57","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Ya","Ya","Tidak",,,"Ya","Ya",,,,"Tidak","Setuju","Setuju","Tidak Setuju","Perlu","Agar bisa menggunakan ai dengan bijak dan bertanggung jawab
Harapan saya semoga Ai bisa lebih berkembang dan lebih kreatif supaya bisa lebih membantu kami sebagai mahasiswa "
"325","2025-09-18 00:52:10","7","id","424299255","2025-09-18 00:45:50","2025-09-18 00:52:10","Laki-laki","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Semoga berguna, Aamiin"
"326","2025-09-18 00:53:38","7","id","2107186318","2025-09-18 00:45:52","2025-09-18 00:53:38","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Semoga bermanfaat, dan ai lebih maju lagi dengan data dan penjelasan yang lebih valid
"
"327","2025-09-18 00:56:12","7","id","110357832","2025-09-18 00:45:53","2025-09-18 00:56:12","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","saya berharap semoga regulasi penggunaan AI di PTKIN dapat menjadi alat bantu dalam meningkatkan kualitas pendidikan "
"328","2025-09-18 00:54:19","7","id","1058530655","2025-09-18 00:45:59","2025-09-18 00:54:19","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Perlu","Semoga penggunaan AI di PTKIN dapat membantu mahasiswa/dosen dalam menyelesaikan tugas/permasalahan."
"329","2025-09-18 00:53:20","7","id","2097908259","2025-09-18 00:46:00","2025-09-18 00:53:20","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Semoga lebih baik lagi ke depannya."
"330","2025-09-18 00:55:27","7","id","1784806447","2025-09-18 00:46:00","2025-09-18 00:55:27","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sangat Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Regulasi penggunaan AI di PTKIN sebaiknya berfokus pada memaksimalkan manfaat inovasi sambil tetap menjaga integritas akademis dan etika keislaman melalui aturan yang jelas dan edukasi yang menyeluruh.
"
"331","2025-09-18 00:53:29","7","id","654963703","2025-09-18 00:46:04","2025-09-18 00:53:29","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sangat Mengkhawatirkan","Paham","Paham","Ya","Sering","Tidak Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Ya","Setuju","Setuju","Tidak Setuju","Perlu","semoga dalam kita dalam menggunakan ai itu dengan bijak. "
"332","2025-09-18 00:52:25","7","id","1527200821","2025-09-18 00:46:08","2025-09-18 00:52:25","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sangat Menjanjikan","Paham","Paham","Tidak","Sering","Tidak Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Saya berharap semoga secepatnya panduan penggunaan AI dapat di sosialisasikan ke seluruh PTKIN yang ada di Indonesia"
"334","2025-09-18 00:58:36","7","id","1244502675","2025-09-18 00:46:31","2025-09-18 00:58:36","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Sedikit Mengkhawatirkan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Ya","Ya","Tidak",,,"Ya","Tidak",,,,"Ya","Setuju","Setuju","Setuju","Tidak Perlu","penggunaan AI dengan baik
lebih spesifik dalam penggunaan nya"
"335","2025-09-18 00:53:13","7","id","1886211852","2025-09-18 00:46:36","2025-09-18 00:53:13","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Semoga bisa lebih bermanfaat dan bisa lebih valid lagi."
"336","2025-09-18 00:57:38","7","id","34795404","2025-09-18 00:46:43","2025-09-18 00:57:38","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Tidak Setuju","Setuju","Setuju","Perlu","Semoga AI lebih spesifik lagi jawabannya"
"337","2025-09-18 00:54:00","7","id","748871742","2025-09-18 00:47:00","2025-09-18 00:54:00","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Tidak Setuju","Setuju","Setuju","Perlu","Semoga kita diberi panduan untuk mengerjakan tugas tugas kuliah"
"338","2025-09-18 00:55:00","7","id","1197298963","2025-09-18 00:47:11","2025-09-18 00:55:00","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Tidak Setuju","Setuju","Setuju","Perlu","Semoga di PTKIN ini dapat membuat buku panduan AI agar lebih di permudah, semoga penggunaan AI jawabannya lebih spesifik lagi supaya langsung dapat jawaban agar kita tidak harus menanyakan jawabannya lagi."
"339","2025-09-18 00:54:59","7","id","1306915418","2025-09-18 00:47:36","2025-09-18 00:54:59","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak","Tidak Setuju","Setuju","Setuju","Perlu","semoga dengan adanya regulasi penggunaan AI di PTKIN ini dapat membantu saya sebagai mahasiswa agar merasa terbantu dan dimudahkan dalam mengerjakan tugas, penelitian, serta membantu dalam proses kelulusan saya"
"340","2025-09-18 00:54:26","7","id","1812678556","2025-09-18 00:48:39","2025-09-18 00:54:26","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Dosen tanpa Tugas Tambahan (DS)","Dalam Proses Pengajuan Awal","< 2 tahun",,"Cukup Menjanjikan","Sangat Paham","Sangat Paham","Ya","Sangat Sering","Bergantung","Sangat Setuju","Tidak",,,,,"Ya","Ya","Tidak",,,"Tidak","Setuju","Sangat Setuju","Tidak Setuju","Sangat Perlu","Semoga dengan adanya regulasi ini membantu civitas akademika bijak dalam ber AI"
"341","2025-09-18 00:57:24","7","id","1280056929","2025-09-18 00:49:27","2025-09-18 00:57:24","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Ya","Ya",,,,"Tidak",,,,"Perlu","Harapan saya menggunakan Ai supaya lebih terus berkembang tetapi tidak melampaui batas kemampuan manusia. Juga tidak di jadikan alat utama tetapi hanya sekedar alat bantu "
"342","2025-09-18 00:55:12","7","id","1849523722","2025-09-18 00:49:29","2025-09-18 00:55:12","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Tidak Paham","Tidak","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Perlu","Harapan saya semoga mempermudah membuat tugas apa pun"
"343","2025-09-18 00:55:56","7","id","968882038","2025-09-18 00:52:27","2025-09-18 00:55:56","Laki-laki","20 - 29","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Ya","Pernah","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Ya","Setuju","Setuju","Setuju","Perlu","harapan saya semoga mahasiswa tidak bergantung pada AI karena dampaknya akan malas"
"344","2025-09-18 00:59:54","7","id","2099317683","2025-09-18 00:52:57","2025-09-18 00:59:54","Perempuan","20 - 29","Universitas Islam Negeri Sunan Gunung Djati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Tidak",,,,,"Tidak",,,,"Sangat Perlu","Harapan saya kedepannya AI bukan sesuatu yang harus kita jauhi apa lagi kita musuhkan tapi kita rangkul dan manfaatkan sebaik-baiknya, terima kasih. "
"345","2025-09-18 00:56:13","7","id","1674209142","2025-09-18 00:54:37","2025-09-18 00:56:13","Perempuan","< 20","Universitas Islam Negeri Siber Syekh Nurjati","Mahasiswa",,,"S1","Cukup Menjanjikan","Paham","Paham","Tidak","Sering","Bergantung","Setuju","Tidak",,,,,"Ya","Tidak",,,,"Tidak",,,,"Perlu","Semoga bermanfaat dan bisa lebih maju lagi dengan data² yang valid"
